entry_time,exit_time,side,entry_price,exit_price,pnl,contracts
2024-03-01 09:35:00,2024-03-01 09:40:00,long,18134.25,18128.0,-13.74,1
2024-03-06 08:50:00,2024-03-06 09:35:00,long,18089.0,18095.5,11.76,1
2024-03-07 09:55:00,2024-03-07 10:45:00,long,18194.25,18264.5,139.26,1
2024-03-08 09:35:00,2024-03-08 09:40:00,long,18344.75,18300.75,-89.24,1
2024-03-08 09:50:00,2024-03-08 11:10:00,long,18357.0,18266.75,-181.74,1
2024-03-12 14:50:00,2024-03-12 15:20:00,long,18195.0,18198.0,4.76,1
2024-03-18 10:10:00,2024-03-18 11:35:00,long,18332.25,18295.0,-75.74,1
2024-03-20 14:05:00,2024-03-20 14:20:00,long,18361.75,18321.75,-81.24,1
2024-03-20 14:40:00,2024-03-20 15:20:00,long,18366.5,18482.25,230.26,1
2024-03-21 10:10:00,2024-03-21 10:45:00,long,18662.5,18648.5,-29.24,1
2024-03-22 14:30:00,2024-03-22 14:50:00,long,18610.0,18587.5,-46.24,1
2024-03-28 09:45:00,2024-03-28 12:25:00,long,18506.25,18479.0,-55.74,1
2024-04-01 10:10:00,2024-04-01 10:20:00,long,18576.5,18523.75,-106.74,1
2024-04-03 14:40:00,2024-04-03 14:55:00,long,18420.0,18403.25,-34.74,1
2024-04-09 09:40:00,2024-04-09 09:50:00,long,18390.75,18349.0,-84.74,1
2024-04-15 09:55:00,2024-04-15 10:10:00,long,18320.25,18240.25,-161.24,1
2024-04-25 15:00:00,2024-04-25 15:20:00,long,17527.0,17597.5,139.76,1
2024-04-26 09:50:00,2024-04-26 10:20:00,long,17760.25,17831.25,140.76,1
2024-04-29 09:30:00,2024-04-29 09:35:00,long,17921.75,17936.0,27.26,1
2024-05-03 10:40:00,2024-05-03 15:20:00,long,17954.5,18008.25,106.26,1
2024-05-06 09:20:00,2024-05-06 09:35:00,long,18065.0,18068.75,6.26,1
2024-05-06 10:25:00,2024-05-06 12:25:00,long,18100.5,18079.5,-43.24,1
2024-05-07 09:55:00,2024-05-07 11:00:00,long,18208.75,18250.0,81.26,1
2024-05-08 14:30:00,2024-05-08 15:05:00,long,18187.0,18164.0,-47.24,1
2024-05-10 09:35:00,2024-05-10 09:50:00,long,18313.75,18342.0,55.26,1
2024-05-14 10:10:00,2024-05-14 10:30:00,long,18307.0,18364.0,112.76,1
2024-05-15 10:05:00,2024-05-15 10:45:00,long,18511.25,18564.25,104.76,1
2024-05-16 10:20:00,2024-05-16 11:00:00,long,18706.75,18748.0,81.26,1
2024-05-22 09:20:00,2024-05-22 09:45:00,long,18808.75,18812.75,6.76,1
2024-05-22 10:15:00,2024-05-22 12:55:00,long,18825.0,18802.5,-46.24,1
2024-05-24 10:05:00,2024-05-24 10:50:00,long,18782.5,18842.25,118.26,1
2024-05-27 09:35:00,2024-05-27 09:55:00,long,18902.0,18885.5,-34.24,1
2024-05-28 13:35:00,2024-05-28 13:55:00,long,18937.25,18899.5,-76.74,1
2024-06-03 09:05:00,2024-06-03 09:30:00,long,18694.0,18712.5,35.76,1
2024-06-04 09:40:00,2024-06-04 10:00:00,long,18627.0,18602.5,-50.24,1
2024-06-04 10:30:00,2024-06-05 10:35:00,long,18620.0,18929.5,617.76,1
2024-06-06 09:40:00,2024-06-06 09:50:00,long,19113.25,19066.5,-94.74,1
2024-06-12 09:35:00,2024-06-12 09:50:00,long,19436.0,19494.5,115.76,1
2024-06-12 14:40:00,2024-06-12 14:45:00,long,19540.25,19499.25,-83.24,1
2024-06-13 08:55:00,2024-06-13 10:15:00,long,19638.5,19586.25,-105.74,1
2024-06-14 14:25:00,2024-06-14 14:45:00,long,19662.75,19653.0,-20.74,1
2024-06-25 10:05:00,2024-06-25 11:20:00,long,19874.75,19936.25,121.76,1
2024-06-26 10:35:00,2024-06-26 11:15:00,long,19985.5,19928.5,-115.24,1
2024-06-27 09:35:00,2024-06-27 09:40:00,long,20050.25,20092.5,83.26,1
2024-07-01 14:10:00,2024-07-01 15:20:00,long,20013.25,20029.5,31.26,1
