day,px,f8,carry
2020-01-01 00:00:00+00:00,7175.92,7.374358476938222e-05,0.00014611869819311328
2020-01-02 00:00:00+00:00,6955.7,6.7973206111131505e-06,1.158460055303977e-05
2020-01-03 00:00:00+00:00,7296.7,3.1366147840360814e-05,9.874042787787126e-05
2020-01-04 00:00:00+00:00,7345.12,5.030761183044472e-05,0.00016488606778990427
2020-01-05 00:00:00+00:00,7346.9,3.966485523695489e-05,0.00010268746341852336
2020-01-06 00:00:00+00:00,7714.83,4.374813370883805e-06,1.4304609807950427e-05
2020-01-07 00:00:00+00:00,8046.61,2.0524139806617935e-05,6.415352651619221e-05
2020-01-08 00:00:00+00:00,8067.11,8.594108118253497e-06,6.217120882008783e-05
2020-01-09 00:00:00+00:00,7806.29,4.639011654146332e-05,0.00011147680513069038
2020-01-10 00:00:00+00:00,8091.11,6.30435357048892e-05,0.00020806263002261637
2020-01-11 00:00:00+00:00,8073.73,9.077806050507526e-05,0.0002735470007863587
2020-01-12 00:00:00+00:00,8153.25,0.00011077618353939343,0.0003285628065382289
2020-01-13 00:00:00+00:00,8118.27,0.00015388372009552342,0.0004352027567633695
2020-01-14 00:00:00+00:00,8743.16,0.00033453087644606886,0.0013303651032569967
2020-01-15 00:00:00+00:00,8846.98,0.0005759253982635906,0.0015620597862544797
2020-01-16 00:00:00+00:00,8711.08,0.0003097619819655712,0.0008753034556602485
2020-01-17 00:00:00+00:00,8928.41,0.0003471479370730722,0.0010300203533017353
2020-01-18 00:00:00+00:00,8945.0,0.00024092283431016183,0.000697844175378399
2020-01-19 00:00:00+00:00,8630.79,0.00021193375938799455,0.0006332614304206568
2020-01-20 00:00:00+00:00,8645.5,0.00010638944144146109,0.00033198408482018274
2020-01-21 00:00:00+00:00,8711.81,0.00021436551299537505,0.0006838126550355934
2020-01-22 00:00:00+00:00,8636.36,0.00019341849615134117,0.0004848764675467465
2020-01-23 00:00:00+00:00,8393.5,0.00014414490039273313,0.00044662201935185273
2020-01-24 00:00:00+00:00,8448.46,0.00011314133556354491,0.00031947238702240784
2020-01-25 00:00:00+00:00,8341.62,3.9210650227302135e-05,0.00012366763924242198
2020-01-26 00:00:00+00:00,8558.8,0.00012479361583754177,0.00042670538883165724
2020-01-27 00:00:00+00:00,8893.85,0.0002153216963530995,0.000694439309572997
2020-01-28 00:00:00+00:00,9135.24,0.0003824188738973122,0.001147365878674206
2020-01-29 00:00:00+00:00,9326.33,0.0005076108914512511,0.0015831093348539682
2020-01-30 00:00:00+00:00,9558.41,0.0005094588706871034,0.0015149445868075176
2020-01-31 00:00:00+00:00,9391.53,0.00040314518698533313,0.0011994635120679456
2020-02-01 00:00:00+00:00,9366.56,0.00033974777367515584,0.0009264813106132387
2020-02-02 00:00:00+00:00,9383.64,0.0003809215335154063,0.0012532326825626422
2020-02-03 00:00:00+00:00,9266.87,0.0002661270575170395,0.0007529505242101838
2020-02-04 00:00:00+00:00,9171.72,0.0002387597638135072,0.0006466250383419298
2020-02-05 00:00:00+00:00,9628.82,0.0004650840934291847,0.0018692124535948916
2020-02-06 00:00:00+00:00,9676.49,0.0006517132897204953,0.0016543054319457162
2020-02-07 00:00:00+00:00,9796.03,0.0004382530699910362,0.0012880412736167716
2020-02-08 00:00:00+00:00,9920.7,0.00041179175069692037,0.0011544622224342893
2020-02-09 00:00:00+00:00,10120.31,0.0003926301438914366,0.0014007448090021103
2020-02-10 00:00:00+00:00,9837.88,0.0004662281409774235,0.0012359229230952953
2020-02-11 00:00:00+00:00,10236.71,0.0004104530809259566,0.0015299297441957653
2020-02-12 00:00:00+00:00,10359.03,0.0008211914362006137,0.0024434888765429816
2020-02-13 00:00:00+00:00,10216.34,0.000775768550314576,0.0022829133950197067
2020-02-14 00:00:00+00:00,10370.73,0.000809927984353866,0.0021720756185019774
2020-02-15 00:00:00+00:00,9927.8,0.00038569945575099725,0.001131021243078962
2020-02-16 00:00:00+00:00,9878.3,0.00013599199507430932,0.00036976373155757234
2020-02-17 00:00:00+00:00,9633.27,0.00022434468519279553,0.0007418307491659864
2020-02-18 00:00:00+00:00,10188.21,0.0002910036820149683,0.001010291258229615
2020-02-19 00:00:00+00:00,9696.98,0.0005542216601619307,0.0016260252115300026
2020-02-20 00:00:00+00:00,9626.53,0.00017858498117305193,0.0003533139344675227
2020-02-21 00:00:00+00:00,9673.25,8.667734168552873e-05,0.00024902992511704433
2020-02-22 00:00:00+00:00,9683.63,0.00014585352715094747,0.0005038217865933668
2020-02-23 00:00:00+00:00,9932.92,0.0003361344605360102,0.0011185989351722408
2020-02-24 00:00:00+00:00,9641.48,0.0003791443231749738,0.001043977621667157
2020-02-25 00:00:00+00:00,9389.27,0.00042471319090120187,0.0013785633247981226
2020-02-26 00:00:00+00:00,8783.98,0.000517538959362348,0.001352780470083212
2020-02-27 00:00:00+00:00,8787.37,3.449161388123415e-05,0.00012777390686921834
2020-02-28 00:00:00+00:00,8789.1,0.00011567068064008624,0.00044787389335842977
2020-02-29 00:00:00+00:00,8634.76,0.0001707386264074435,0.00041574539492728556
2020-03-01 00:00:00+00:00,8552.47,0.00012637267989928794,0.00044794861612048193
2020-03-02 00:00:00+00:00,8921.25,8.806189762029623e-05,0.00014243058524145814
2020-03-03 00:00:00+00:00,8778.63,6.85526541917957e-08,1.6722093228788145e-06
2020-03-04 00:00:00+00:00,8751.37,1.4243281511268334e-07,-4.511801258534645e-07
2020-03-05 00:00:00+00:00,9074.38,-8.834432271909188e-07,-3.7316964383828498e-06
2020-03-06 00:00:00+00:00,9126.77,-1.4149099617574379e-06,-3.0495221207312605e-06
2020-03-07 00:00:00+00:00,8921.41,-1.1087872171116948e-06,-5.336932189620128e-06
2020-03-08 00:00:00+00:00,8167.06,-3.759394814238218e-05,-0.0001440679150447969
2020-03-09 00:00:00+00:00,7877.1,-2.2526385353598543e-05,-3.1934148300055914e-05
2020-03-10 00:00:00+00:00,7959.15,-9.316267452753126e-06,-2.9172621565699668e-05
2020-03-11 00:00:00+00:00,7961.12,-1.6035276112650202e-06,5.818987303863546e-06
2020-03-12 00:00:00+00:00,5799.08,-0.0007992961548667108,-0.002126569407275773
2020-03-13 00:00:00+00:00,5672.31,-0.004243722899648157,-0.014495304128009071
2020-03-14 00:00:00+00:00,5271.58,-0.0019316505575289438,-0.004070237693595994
2020-03-15 00:00:00+00:00,5351.13,-0.00014907455270826407,-6.487098976132008e-05
2020-03-16 00:00:00+00:00,4938.49,-0.0007314314774096077,-0.0028403171174854105
2020-03-17 00:00:00+00:00,5453.49,-0.000745056843642684,-0.0018832355883619963
2020-03-18 00:00:00+00:00,5361.96,-0.00047182860032642343,-0.001156133799385439
2020-03-19 00:00:00+00:00,6303.43,-0.0003313187672260072,-0.0011040797565432946
2020-03-20 00:00:00+00:00,6168.14,-0.00016833289585432224,-0.0004509335736388793
2020-03-21 00:00:00+00:00,6168.16,-0.00018293844425447923,-0.0006910554569670587
2020-03-22 00:00:00+00:00,5878.14,-0.00029966657576349317,-0.0007371502231014605
2020-03-23 00:00:00+00:00,6470.31,-9.366908900708702e-05,-0.0002907364326856679
2020-03-24 00:00:00+00:00,6784.51,-0.00017387474367117615,-0.0005409114845749215
