day,close,funding
2026-05-21 00:00:00+00:00,77547.62,0.0001970211230853
2026-05-22 00:00:00+00:00,75443.91,0.0001218650701853
2026-05-23 00:00:00+00:00,76650.0,-1.5990533566899998e-05
2026-05-24 00:00:00+00:00,76975.99,-2.8747093429e-05
2026-05-25 00:00:00+00:00,77249.07,0.0001355508139192
2026-05-26 00:00:00+00:00,75826.1,0.0002686222926419
2026-05-27 00:00:00+00:00,74315.98,0.00021359408185709998
2026-05-28 00:00:00+00:00,73512.56,0.00030000000000000003
2026-05-29 00:00:00+00:00,73366.77,0.00030000000000000003
2026-05-30 00:00:00+00:00,73770.69,0.0002136170949898
2026-05-31 00:00:00+00:00,73575.17,0.0001342033874407
2026-06-01 00:00:00+00:00,71314.42,0.000210197556791
2026-06-02 00:00:00+00:00,66658.35,0.00030000000000000003
2026-06-03 00:00:00+00:00,64040.0,0.0001504945266656
2026-06-04 00:00:00+00:00,63806.02,0.00015205104934490002
2026-06-05 00:00:00+00:00,61032.0,2.42094310051e-05
2026-06-06 00:00:00+00:00,60850.48,1.0475571090200002e-05
2026-06-07 00:00:00+00:00,63302.73,4.9791588383600005e-05
2026-06-08 00:00:00+00:00,63062.98,3.6636288154999996e-05
2026-06-09 00:00:00+00:00,61685.8,0.0001213839847334
2026-06-10 00:00:00+00:00,61449.46,0.0002277118179158
2026-06-11 00:00:00+00:00,63563.42,0.0001810629622685
2026-06-12 00:00:00+00:00,63538.43,7.757926992369999e-05
2026-06-13 00:00:00+00:00,64429.99,0.00010295157553
2026-06-14 00:00:00+00:00,65706.62,-4.20246884483e-05
2026-06-15 00:00:00+00:00,66276.8,5.25454117215e-05
2026-06-16 00:00:00+00:00,65616.64,7.54768475023e-05
2026-06-17 00:00:00+00:00,64446.04,0.0001400421623296
2026-06-18 00:00:00+00:00,62879.01,0.0001575091200642
2026-06-19 00:00:00+00:00,63475.2,8.453789379320001e-05
2026-06-20 00:00:00+00:00,64222.99,5.21972574517e-05
2026-06-21 00:00:00+00:00,63235.63,6.16949058393e-05
2026-06-22 00:00:00+00:00,64571.98,0.0001339608982051
