symbol,mode,trade_count,profit_factor,win_rate,sharpe,expectancy,max_drawdown,max_drawdown_pct,total_pnl,roi_pct,avg_R,avg_trades_per_day,long_trades,short_trades,long_win_rate,short_win_rate,best_trade,worst_trade,trading_days
MES,both,232,0.653,0.3017,-2.9529,-6.91,1825.0,3.64,-1602.5,-3.2,-0.241,1.0,107,125,0.3271,0.28,97.5,-100.0,232
MES,long,107,0.649,0.3271,-2.9421,-7.21,895.0,1.79,-771.25,-1.54,-0.233,1.0,107,0,0.3271,0.0,68.75,-100.0,107
MES,short,125,0.656,0.28,-2.9557,-6.65,1073.75,2.14,-831.25,-1.66,-0.248,1.0,0,125,0.0,0.28,97.5,-78.75,125
MGC,both,155,0.794,0.3613,-1.5568,-6.01,951.0,1.9,-931.0,-1.86,-0.13,1.0,73,82,0.3836,0.3415,165.0,-153.0,155
MGC,long,73,0.926,0.3836,-0.5245,-2.07,627.0,1.24,-151.0,-0.3,-0.045,1.0,73,0,0.3836,0.0,134.0,-117.0,73
MGC,short,82,0.683,0.3415,-2.5091,-9.51,815.0,1.63,-780.0,-1.56,-0.205,1.0,0,82,0.0,0.3415,165.0,-153.0,82
MNQ,both,264,0.837,0.3409,-1.2242,-5.86,2300.5,4.56,-1547.0,-3.09,-0.107,1.0,123,141,0.3984,0.2908,192.0,-181.5,264
MNQ,long,123,0.911,0.3984,-0.6265,-3.2,963.0,1.91,-393.0,-0.79,-0.053,1.0,123,0,0.3984,0.0,162.0,-181.5,123
MNQ,short,141,0.772,0.2908,-1.815,-8.18,1625.0,3.24,-1154.0,-2.31,-0.162,1.0,0,141,0.0,0.2908,192.0,-123.0,141
