,PB-MGC-Short,PB-MNQ-Long,PB-MES-Short
PB-MGC-Short,1.0,-0.0013200788657236448,-0.10050670806275518
PB-MNQ-Long,-0.0013200788657236448,1.0,0.013471858475615524
PB-MES-Short,-0.10050670806275518,0.013471858475615524,1.0
