symbol,mode,trade_count,profit_factor,win_rate,sharpe,expectancy,max_drawdown,max_drawdown_pct,total_pnl,roi_pct,avg_R,avg_trades_per_day,long_trades,short_trades,long_win_rate,short_win_rate,best_trade,worst_trade,trading_days
MES,both,1023,1.123,0.3881,0.8332,3.35,1647.5,3.22,3430.0,6.86,0.074,2.03,577,446,0.4021,0.37,536.25,-262.5,504
MES,long,572,1.212,0.4073,1.3231,5.03,1245.0,2.45,2878.75,5.76,0.124,1.55,572,0,0.4073,0.0,513.75,-150.0,368
MES,short,441,1.041,0.3764,0.2334,1.34,2342.5,4.44,592.5,1.18,0.025,1.47,0,441,0.0,0.3764,536.25,-262.5,300
MGC,both,466,0.966,0.4013,-0.2386,-1.23,2540.0,4.98,-573.0,-1.15,-0.02,1.67,259,207,0.444,0.3478,695.0,-918.0,279
MGC,long,259,1.315,0.444,1.8874,8.46,1723.0,3.38,2190.0,4.38,0.174,1.35,259,0,0.444,0.0,534.0,-152.0,192
MGC,short,204,0.587,0.348,-2.1879,-23.89,5380.0,10.75,-4873.0,-9.75,-0.269,1.39,0,204,0.0,0.348,695.0,-2190.0,147
MNQ,both,976,1.088,0.3914,0.6716,4.72,3478.5,6.85,4602.0,9.2,0.053,1.92,534,442,0.412,0.3665,865.0,-392.5,508
MNQ,long,528,1.191,0.4167,1.205,9.29,2259.0,4.41,4902.5,9.8,0.111,1.51,528,0,0.4167,0.0,963.0,-895.5,349
MNQ,short,439,0.984,0.3713,-0.1143,-1.05,2351.5,4.68,-459.0,-0.92,-0.01,1.48,0,439,0.0,0.3713,865.0,-392.5,296
