symbol,mode,trade_count,profit_factor,win_rate,sharpe,expectancy,max_drawdown,max_drawdown_pct,total_pnl,roi_pct,avg_R,avg_trades_per_day,long_trades,short_trades,long_win_rate,short_win_rate,best_trade,worst_trade,trading_days
MES,both,503,1.394,0.5268,2.0366,17.63,1418.75,2.44,8870.0,17.74,0.185,1.02,263,240,0.5247,0.5292,963.75,-420.0,492
MES,long,263,1.331,0.5247,1.7447,15.36,1313.75,2.6,4040.0,8.08,0.156,1.02,263,0,0.5247,0.0,963.75,-420.0,259
MES,short,240,1.469,0.5292,2.364,20.12,1385.0,2.52,4830.0,9.66,0.219,1.01,0,240,0.0,0.5292,771.25,-291.25,237
MGC,both,362,0.961,0.4558,-0.23,-2.83,3749.0,7.36,-1026.0,-2.05,-0.021,1.04,182,180,0.4945,0.4167,995.0,-1114.0,349
MGC,long,182,1.181,0.4945,0.9551,10.79,1569.0,2.99,1963.0,3.93,0.091,1.01,182,0,0.4945,0.0,588.0,-769.0,180
MGC,short,180,0.805,0.4167,-1.2033,-16.61,4843.0,9.61,-2989.0,-5.98,-0.113,1.02,0,180,0.0,0.4167,995.0,-1114.0,176
MNQ,both,506,1.321,0.5474,1.7724,26.99,3824.5,5.89,13655.5,27.31,0.145,1.02,263,243,0.5779,0.5144,1455.0,-501.0,496
MNQ,long,263,1.315,0.5779,1.7526,26.58,2286.5,3.99,6989.5,13.98,0.133,1.01,263,0,0.5779,0.0,1455.0,-501.0,260
MNQ,short,243,1.327,0.5144,1.7919,27.43,3532.5,6.06,6666.0,13.33,0.159,1.02,0,243,0.0,0.5144,1266.5,-464.5,239
