entry_time,exit_time,side,entry_price,exit_price,pnl,contracts
2024-03-06 09:35:00,2024-03-06 09:40:00,long,5117.75,5113.0,-23.75,1
2024-04-15 09:35:00,2024-04-15 10:10:00,long,5204.0,5190.5,-67.5,1
2024-05-03 09:35:00,2024-05-03 11:10:00,long,5143.0,5129.75,-66.25,1
2024-07-19 09:35:00,2024-07-19 10:30:00,long,5587.5,5574.5,-65.0,1
2024-07-31 09:35:00,2024-07-31 15:20:00,long,5533.25,5560.5,136.25,1
2024-08-14 09:35:00,2024-08-14 10:15:00,long,5460.0,5449.75,-51.25,1
2024-11-06 09:35:00,2024-11-06 09:50:00,long,5929.75,5912.0,-88.75,1
2024-11-21 09:35:00,2024-11-21 09:40:00,long,5950.0,5923.75,-131.25,1
2024-12-23 09:35:00,2024-12-23 09:50:00,long,6002.75,5985.5,-86.25,1
2025-01-03 09:35:00,2025-01-03 09:55:00,long,5950.5,5947.0,-17.5,1
2025-01-14 09:35:00,2025-01-14 09:55:00,long,5899.25,5886.75,-62.5,1
2025-02-27 09:35:00,2025-02-27 09:45:00,long,5998.0,5981.75,-81.25,1
2025-03-03 09:35:00,2025-03-03 09:40:00,long,5992.5,5976.25,-81.25,1
2025-04-23 09:35:00,2025-04-23 09:40:00,long,5457.25,5460.5,16.25,1
2025-06-06 09:35:00,2025-06-06 11:20:00,long,6007.0,5996.25,-53.75,1
2025-06-16 09:35:00,2025-06-16 15:20:00,long,6025.5,6028.25,13.75,1
2025-06-18 09:35:00,2025-06-18 15:05:00,long,5983.0,5989.0,30.0,1
2025-06-23 09:35:00,2025-06-23 12:40:00,long,6014.75,6007.5,-36.25,1
2025-09-05 09:35:00,2025-09-05 10:05:00,long,6535.25,6524.25,-55.0,1
2025-11-10 09:35:00,2025-11-10 10:55:00,long,6821.25,6811.75,-47.5,1
2025-12-08 09:35:00,2025-12-08 09:45:00,long,6880.75,6878.75,-10.0,1
2025-12-15 09:35:00,2025-12-15 09:55:00,long,6853.75,6842.75,-55.0,1
2025-12-18 09:35:00,2025-12-18 09:45:00,long,6789.25,6774.0,-76.25,1
2026-01-15 09:35:00,2026-01-15 09:55:00,long,7006.0,7003.0,-15.0,1
2026-02-04 09:35:00,2026-02-04 10:00:00,long,6941.75,6927.25,-72.5,1
2026-02-11 09:35:00,2026-02-11 09:55:00,long,7001.0,6991.25,-48.75,1
2026-02-25 09:35:00,2026-02-25 15:20:00,long,6937.25,6959.75,112.5,1
