symbol,mode,trade_count,profit_factor,win_rate,sharpe,expectancy,max_drawdown,max_drawdown_pct,total_pnl,roi_pct,avg_R,avg_trades_per_day,long_trades,short_trades,long_win_rate,short_win_rate,best_trade,worst_trade,trading_days
MES,both,432,1.122,0.5139,0.6782,4.85,2780.0,5.15,2096.25,4.19,0.058,1.1,215,217,0.5116,0.5161,587.5,-510.0,391
MES,long,215,1.111,0.5116,0.5855,3.69,1262.5,2.48,792.5,1.58,0.053,1.0,215,0,0.5116,0.0,365.0,-510.0,215
MES,short,217,1.13,0.5161,0.7152,6.01,2357.5,4.46,1303.75,2.61,0.062,1.0,0,217,0.0,0.5161,587.5,-336.25,217
MGC,both,199,1.516,0.4925,1.97,21.11,1254.0,2.49,4201.0,8.4,0.257,1.03,106,93,0.5189,0.4624,1323.0,-569.0,193
MGC,long,106,1.987,0.5189,3.6284,28.51,826.0,1.64,3022.0,6.04,0.466,1.0,106,0,0.5189,0.0,583.0,-214.0,106
MGC,short,93,1.232,0.4624,0.9405,12.68,1102.0,2.19,1179.0,2.36,0.122,1.0,0,93,0.0,0.4624,1323.0,-569.0,93
MNQ,both,362,1.139,0.5221,0.7539,11.06,4032.5,7.52,4002.5,8.0,0.066,1.08,171,191,0.5322,0.5131,1382.5,-842.0,336
MNQ,long,171,1.237,0.5322,1.1341,16.01,2339.0,4.51,2738.5,5.48,0.111,1.0,171,0,0.5322,0.0,1382.5,-822.0,171
MNQ,short,191,1.073,0.5131,0.4124,6.62,2985.5,5.66,1264.0,2.53,0.035,1.0,0,191,0.0,0.5131,734.5,-842.0,191
